img id,caption,category
8067051359,Man in bike race with number 701 and a red helmet rounds a corner a bushes .,off-roader
3528902357,A boy is riding his bike over a ramp at a park .,off-roader
2755952680,Someone on a bike is performing an aerial trick while other bikers watch .,off-roader
3041170372,A man rides his bike over a bump on a dirt path .,off-roader
7784556054,number 2 and 3 mountain bikers ride on trail in the woods,off-roader
7786624414,A BMX rider in the middle of a jump as the crowd below watches .,off-roader
2578834476,The man races his bike down the hill .,off-roader
2836553263,A boy stopped on his bike on a bike trail as a woman passes by,off-roader
7053160293,A strained bicyclist pedals in front of his fellow racers .,off-roader
3360876049,two dirt bike riders ride their dirt bikes .,off-roader
4639638236,A motorcycle rider is jumping in the air while someone in the background is watching .,off-roader
304448536,"Person in red jacket sits on their bike , in front of a blue van .",off-roader
7890007278,A man is riding a bike on a steep tilt .,off-roader
2003663004,Greenbay football player is being handed a towel on the field .,football helmet
6321472404,Quarterback in a football game running play while other players surround him .,football helmet
241346434,A football player is in action among other players .,football helmet
241345981,Three football players playing a game while fans watch from the bleachers .,football helmet
8040947572,A group of football players try to tackle another player .,football helmet
241345942,The football player in red keeps the football away from the player in purple and white .,football helmet
7981205069,"The two teams are playing rugby and one team is wearing red color and other team wearing white and blue , as people watch the game .",football helmet
8052391339,Player with the football is jumping over defenders .,football helmet
241347214,Three football players wearing red jerseys are on the field .,football helmet
6206340700,Men are on the field playing football .,football helmet
241346146,The football player is running with the ball as a player of the opposing team grabs his leg,football helmet
5214588693,Two men playing football .,football helmet
2939475047,This is a football game in progress .,football helmet
7153787897,A football player is tackling another football player of the opposing team .,football helmet
5009687058,"A football player in navy blue , gold , and white pushes another in white and blue out of his teammates way as a referee looks on from a distance .",football helmet
8042519212,A football team is playing outside on a clear day while people sit in lawn chairs and watch .,football helmet
6337783711,"Football player , ball in hand , races to make a touchdown .",football helmet
241346580,"The football players are wearing red and white , and the crowd is also wearing red and white .",football helmet
241345721,Two football players bang into each other during a football game .,football helmet
8176288175,People are playing in a football game .,football helmet
6286924128,Two children playing pop warner football .,football helmet
241347271,A football game in progress .,football helmet
241345323,A play just beginning during a football game .,football helmet
6221946312,A football player running with the ball is being tackled by his opponent .,football helmet
6342578701,"The University of Iowa 's Hawkeyes football team , scores a goal in the end zone against the Michigan State Spartans .",football helmet
241347067,Three football players tackle another player who is holding a ball .,football helmet
2526041608,Two boys playing football on opposing teams .,football helmet
3009542570,Kids aggressively getting ready for a play in football .,football helmet
2893515010,A football player carries the ball during a game .,football helmet
2871962580,An american footballer in a white strip who is carrying the ball is being pursued by another player in a black strip .,football helmet
241346885,A football player passes the football to a teammate as the crowd looks on .,football helmet
2921430836,Football players making a tackle with the referee in the foreground .,football helmet
2270885646,Defensive football players in green tackle the ball carrier .,football helmet
4123816289,"A football player in white , black , and yellow catches a ball as a teammate and another player in red follow him .",football helmet
6195995631,Four football players wearing blue and yellow raise their helmets in the air .,football helmet
8052397902,Two football players wearing blue jerseys tackle the opposing team 's football player .,football helmet
3018255724,"There is a group of football players , several in maroon and gold and the others in yellow and black on a grass field with a referee in white and black .",football helmet
241347391,A football layer wearing a red shirt .,football helmet
4584925685,A youth football game wherein three youths are fighting for a football .,football helmet
241346794,"A bunch of football players , and a crowd .",football helmet
2923825744,The football player in black runs with the football .,football helmet
2838085973,A man wearing a white uniform is playing football .,football helmet
241347243,Football players stand at the line of scrimmage .,football helmet
241346260,Men playing football in front of large crowd in stadium,football helmet
7393977570,four young football players in mid play .,football helmet
3395866552,A football player in a green and gold uniform cradles the ball as he leaps over an opposing player .,football helmet
8042519106,A football coach is speaking to a young football player .,football helmet
241347150,The receiver is tackled after making the catch .,football helmet
2873065944,A football player in orange being tackled by a player in blue .,football helmet
6135433028,A football play in action with members of both teams visible .,football helmet
4689717802,A young girl in black shorts is putting her face in water spray from a fountain .,fountain
4817644923,Two children and an adult play in the streams of water shooting up from a sidewalk .,fountain
2878578240,Little kids are jumping around in the sprinklers .,fountain
4798971292,A group of children play in a water spout .,fountain
3912076502,two beautiful women stand next to a fountain which is giving off a light mist .,fountain
3014169370,A person wearing a yellow shirt just jumped from the top of the waterfall .,fountain
6152090114,A man on a white surfboard in the ocean riding the waves .,fountain
180094434,three kids playing around a fountain,fountain
2401957281,A female wearing black pants and a green shirt jogging .,fountain
4451967162,A woman sits on the rocks in a waterfall .,fountain
3021435473,Two young boys playing in the water at the pier .,fountain
2781699063,young girl and man standing in front of water fountain .,fountain
2565618804,A boy next to the opening of a fountain .,fountain
4827151208,A young man wearing a light blue tank top and white culottes is walking around an outdoor fountain and looking at a casually dressed woman .,fountain
2519812011,a couple people running through a large sidewalk fountain,fountain
3582920844,A person in the water .,fountain
2399551242,Young children play in the sprinkler .,fountain
3052196390,Little kids enjoy sprinklers by running through them outdoors .,fountain
4805613386,Children in bathing suits play at a water fountain .,fountain
4726714032,"Nicely dressed woman pose for pictures or stand and talk , while passersby stroll by a fountain .",fountain
3708172446,Two people sit on a park bench looking at a fountain .,fountain
4788900125,Man and woman jumping in a park by a city .,fountain
4743200510,A shirtless man is washing something in a street fountain .,fountain
1813266419,A child in a striped shirt gleefully plays among some water fountains .,fountain
1100214449,A happy boy is jumping in front OD city fountain .,fountain
4017105582,Two men are standing on the rocks in a waterfall .,fountain
2938181762,A person is walking near a fountain .,fountain
3212599897,A group of synchronized swimmers .,fountain
4735873109,A man in a yellow t-shirt runs through a series of decorative fountains .,fountain
4710490143,"Children with colorful balloons and lovers unite on a hot summer day , proving everyone enjoys the city center fountain .",fountain
1095476286,a boy plays in the fountains .,fountain
566077886,A person in black pans and a black t-shirt jumping on a fountain plaza .,fountain
4805835848,Children and a woman play in a fountain .,fountain
4783440942,two little kids enjoying the water .,fountain
2937697444,A man performs a wakeboarding trick,fountain
2837804631,A child being splashed by a water fountain .,fountain
856985136,A woman in capri jeans crouches on the edge of a fountain with her left foot kicked out to touch the falling water .,fountain
2826701936,Children are playing in a puddle of water that has resulted from a spray gushing from the pavement .,fountain
2685752892,A young man on a bike balances one wheel on the edge of a fountain in a city park .,fountain
224369028,a young blond girl standing in front of a large fenced in fountain,fountain
506882688,Kids are standing in the sprinklers getting soaked with water .,fountain
2666681650,Father and daughter sitting down on bench and talking peacefully at a beautiful park .,fountain
4851949578,Kids and adults alike are gathered outside near a fountain .,fountain
274840168,"People are gathering outside , standing around a fountain that is spraying water upwards .",fountain
157747588,A group of people are standing around a water fountain getting wet .,fountain
4739158920,Children playing in water fountains that shoot up from the ground .,fountain
215978818,Three children are playing in a water fountain .,fountain
6228559981,"A young boy , wearing a colorful t-shirt , runs through a street fountain located on a riverfront .",fountain
4827541516,A child is running in the spray of water in a park .,fountain
7527739826,A guy playing in the water fountain with a few other people .,fountain
