img id,caption,category
528165,A small group of goats with two looking at the camera.,tup
549447,A herd of sleep and a goat laying on a sidewalk.,tup
321887,a close up of a fluffy sheep's face ,tup
116824,A herd of sheep standing on top of a dry grass field.,tup
576714,Cute little sheep standing around for the picture,tup
388754,two sheep standing in a field of tall grass,tup
187411,A flock of sheep in a circle eating hay.,tup
370524,"A collage of two photos of a man wearing a tie, one being a closeup view of his shirt.",bowtie
499369,The man is smiling and wearing a tuxedo.,bowtie
502262,Two young men wearing tuxedos and standing next to each other.,bowtie
140488,A man in a pink shirt and bow tie poses for a photo.,bowtie
414747,two men standing together while one fixes his bow tie,bowtie
154772,a close up of a person wearing a shirt and tie,bowtie
579716,A woman touching her bow tie with her hand. ,bowtie
410155,A group of men standing next to each other wearing ties.,bowtie
44136,Two well dressed men sitting at a table making a speech. ,bowtie
297683,A pink bow tie featuring small blue sailboats.,bowtie
173801,A man dressed in business casual attire and wearing a tie.,bowtie
93120,a few little boys that are sitting on a couch,bowtie
137371,A man wearing a bow tie and a pink cardigan is smiling.,bowtie
283125,A girl in a school uniform smiles at the camera.,bowtie
318953,A man with three different ties on his person.,bowtie
56961,A black cat sitting on a table wearing a tie.,bowtie
297880,A man and a woman pose for a picture at a party,bowtie
37003,An elderly man wearing a white button down shirt and a black bow tie smiling.,bowtie
207437,A man and woman stand together in evening wear.,bowtie
131942,The small boy is holding something in his mouth.,bowtie
452591,a big group people that are posing for a picture,bowtie
380632,A small baby wearing a large black bow tie.,bowtie
49913,A man is standing under a cloudy sky wearing shades.,bowtie
530901,close-up of smiling man in a suit with a red bow tie - bar scene in background,bowtie
565670,Man looking in mirror while adjusting his pokka dot tie.,bowtie
526491,bill nye the science guy talking into a mic,bowtie
32872,A man with a beard wearing a suit and bow tie.,bowtie
397462,Man in tuxedo with lady posing for camera.,bowtie
172105,a close up of a person wearing a shirt and bow tie,bowtie
205217,Two men are straightening their dress neck ties.,bowtie
552068,A man adjusting the necktie of another elegant man.,bowtie
537656,A man wearing glasses and a gray vest standing in a room.,bowtie
458839,A man with a peculiar look wearing headphones and a tie.,bowtie
55184,A picture of a smiling man with a bow tie.,bowtie
378846,"Showing just below the head, a person in a black tuxedo with a black bow tie.",bowtie
504338,Four bow ties in various colors and patterns are on top of a piece of paper.,bowtie
557698,A dog in a bow tie looking up.,bowtie
478818,A person with earrings wearing and a bow tie,bowtie
296417,"A picture of a very old man with the name "" Scott "" written under it.",bowtie
300200,A portrait of a man with a beard and wearing a suit with a bow-tie.,bowtie
317112,Two men wearing black suits and red ties posing for a picture.,bowtie
110530,Two men standing together in a classroom with a couch.,bowtie
203022,The black and white cat has a bow tie on it's neck.,bowtie
359094,A woman wearing glasses and a bow tie.,bowtie
474330,A jacket and bow tie are displayed with a price tag.,bowtie
80883,A photograph of an individual being taken in this picture.  ,bowtie
517087,A man standing in a field with clouds in the background.,bowtie
342411,Man in a blue shirt with a black bow tie.,bowtie
552947,The man in a costume suit is talking on a cell phone.,bowtie
557562,A man in a suit is looking down,bowtie
311011,A car making a left turn on a green arrow,stoplight
201670,A street filled with traffic stopped at a traffic light.,stoplight
340454,A group of people on a busy street corner. ,stoplight
112329,A pole with yellow traffic lights mounted to the sides of it.,stoplight
132621,A bunch of street signs in the middle of the night,stoplight
510207,a street sign near a traffic light ,stoplight
423005,A traffic light sitting on the side of a road.,stoplight
146855,A man that is hanging onto a bunch of stoplights.,stoplight
381390,A photo of a street lamp with a street light and a street sign.,stoplight
541532,Two traffic lights hanging from a wire in the air.,stoplight
255271,Streetlight under a yield sign telling people to stop.,stoplight
160025,A blue sky with puffy white clouds and the top of a stop light.,stoplight
234697,The night is foggy and there are many lights at this intersection.,stoplight
151922,A stoplight is lit up with a symbol of a girl walking.,stoplight
85625,This system of many traffic lights looks like a Christmas tree.,stoplight
434850,A photograph of a road with traffic lights hanging above.,stoplight
525779,A traffic light on a post along the roadside in the city.,stoplight
284336,a traffic light with business signs in the background,stoplight
46805, A vehicle underneath traffic lights surrounded by colorful trees. ,stoplight
569308,People hurriedly cross the street while the traffic light is red.,stoplight
232114,"a blocked off area of road, and a couple of road signs with arrows pointing to a open area of road.",stoplight
248108,A street sign says Emile-Buploye and Sherbrooke and a traffic signal.,stoplight
81206,A couple of trucks driving down a  street.,stoplight
527379,There is a green street light hanging over this empty intersection.,stoplight
194671,an empty street at night with green street lights ,stoplight
379760,A couple of traffic lights sitting in the middle of a street.,stoplight
303962,An intersection with a traffic light and road signs.,stoplight
184884,A street with restaurants and shops with Italian flags.,stoplight
268342,Traffic signal with a red light at night.,stoplight
522938,Pedestrians crossing roadway at urban intersection with traffic signals.,stoplight
471332,Large 9 light traffic signal set to stop all directions.,stoplight
156985,The traffic light is attached to the telephone pole.,stoplight
145700,an empty street with a cross walk and some green traffic lights,stoplight
560544,A city street at night with a traffic light.,stoplight
261746,A bunch of traffic lights on a street corner.,stoplight
349607,A photo of four hanging stop lights at an intersection.  ,stoplight
157112,A truck and motorcycle at a traffic light with many different colors.,stoplight
156197,The cars are driving down the street near a crosswalk.,stoplight
361400,A traffic light on the side of the road.,stoplight
31019,A crowd of people walking down a street next to a traffic light.,stoplight
472130,a street with only a couple cars on it,stoplight
267064,An intersection of two city streets on a rainy day.,stoplight
555365,A red stop light on a street at night.,stoplight
16113,A stop light is viewed from behind a dashboard. ,stoplight
494749,"A street with cars, busses and various street signage.",stoplight
271917,The traffic signal looks like it may be on the wrong side of the street.,stoplight
452308,Traffic signals and street signs at a city intersection.,stoplight
236674,A bunch of cars that are sitting in the street.,stoplight
158729,A car and a traffic light on a street.,stoplight
138768,Traffic lights on a city street at dusk.,stoplight
125266,A street view with cars and buildings in the background with a truck stopped at a stop sign.,dustcart
33146,A truck partially parked on a road carrying building materials.,dustcart
161251,A man in a hard hat holding a tree. ,dustcart
487353,A truck parked in a lot and covered with graffiti ,dustcart
295185,A truck sits idle on a city street.,dustcart
127967,A work truck is driving down the train tracks.,dustcart
330395,A group of skateboarders observing a truck driving by. ,dustcart
97777,A white and blue truck driving down a street.,dustcart
222137,A green garbage collection truck parked behind a pile of various items including a blue mailbox.,dustcart
497274,A flat bed truck is driving down a street.,dustcart
519088,A garbage man is working down a street with his red garbage truck. ,dustcart
228172,Large garbage truck making trash pick at building in city.,dustcart
91188,A white and blue truck traveling down a city street.,dustcart
379144,A blue dump truck driving down the highway.,dustcart
57770,a truck on a city street near a building ,dustcart
216579,Street cleaner and dump trucks parked near a building. ,dustcart
220615,A cleaning truck driving on the street. ,dustcart
238390,Green piece of farm machinery dumping a load into the back of another truck.,dustcart
387595,A truck is shown parked in a lot.,dustcart
280484,A very big trash truck by a big pile of branches.,dustcart
387545,A garbage truck is emptying a plastic garbage can.,dustcart
111801,A yellow truck driving past a white house.,dustcart
420081,The front of a Chinese postal store with people walking by.,dustcart
188439,A small white truck on the road next to trees.,dustcart
335181,There is a white garbage truck in the bahamas,dustcart
163457,A yellow pickup truck is carrying three guys and other large objects.,dustcart
379246,A group of three delivery trucks driving down a road.,dustcart
358901,The garbage truck is turning the corner of an intersection.,dustcart
99888,A set of cones are blocking off a lane of traffic,dustcart
184633,It is best not to travel too close to a truck full of bananas.,dustcart
10759,A blue dump truck parked in front of a yellow tractor.,dustcart
503382,A man standing next to a luggage cart.,dustcart
77792,A large truck on the side of a street.,dustcart
376677,Utility vehicle driving down a road with an overpass in construction.,dustcart
241622,there is a white truck with graffiti on it,dustcart
400593,A truck carrying a load is driving down the road.,dustcart
138730,A green and white utility truck driving on dirt road.,dustcart
10890,two men are talking near a large white truck,dustcart
245426,a white truck driving on a city street,dustcart
182233,A CEMENT TRUCK PARKED ON THE SIDE OF THE ROAD.,dustcart
135270,Hooded skateboarder in mid air near a demolition pile.,dustcart
572469,A garbage truck sits in a parking lot flanked by a hedge. ,dustcart
50256,a blue trash truck picking up the garbage,dustcart
470516,The trailer has a tarp and is being pulled by a military truck.,dustcart
549773,Large storage truck changing lanes on the highway. ,dustcart
390482,A man sleeps inside a parked truck on the road,dustcart
277594,Large industrial old trig driving through the city.,dustcart
112040,A group of semi trucks parked next to each other in a parking lot.,dustcart
116771,a wood chipper shooting sawdust into a truck,dustcart
146646,A garbage tuck driving down a quiet road.,dustcart
422828,A plastic container holding a chilli dog smothered in lots of cheese.,red hot
147187,A woman that is sitting down holding a hotdog.,red hot
406230,A wooden table topped with hot dogs in buns.,red hot
393428,Someone is eating a hot dog and popcorn.,red hot
377578,A woman holding a hot dog in front of her mouth.,red hot
134233,Hot dog with meat topping on a tray,red hot
327029,A man eats a slice of pizza in a restaurant.,red hot
497440,This hot dog is loaded with different peppers,red hot
541105,A hot dog in a bun with ketchup in a person's hand. ,red hot
555239,A hotdog with fries and a red cup of beer.,red hot
150703,A sandwich is on the table next to some beer.,red hot
447510,"A person holding a hot dog with ketchup, mustard and lettuce.",red hot
350174,Someone holding a hot dog in their hand near a river bank. ,red hot
203756,A view of a sandwich sitting on a table.,red hot
335344,"This hot dog is longer than the bun and has mustard, ketchup cheese, and pickles on it.",red hot
430533,"a meal tray with a hot dog, cornbread and watermelon",red hot
27750,Woman eating with a hand holding a banana in a bun in the foreground.,red hot
531752,a bunch of hot dog sit lined up next to each other ,red hot
455255,A hot dog on top of a white plate covered in mustard.,red hot
157052,A white plate topped with two hot dogs covered in ketchup.,red hot
572790,a close up of a person holding a hot dog,red hot
580930,An extremely shriveled bratwurst in bun being help up,red hot
387900,"A hot dog, with a coca cola drink and receipt.",red hot
421639,Two hotdogs with several different condiments is sitting on a paper plate.,red hot
21246,"This hot dog in a bun includes ketchup, onions and diced pickles.",red hot
510883,A hot dog on a white plate on a table.,red hot
10046,Two hot dogs with mustard and sauerkraut. ,red hot
1903,A hot dog is in a styrofoam box.,red hot
185248,A hot dog on a bun with onions and cheese. ,red hot
147779,A table topped with a basket full of food and fries.,red hot
223033,Two hot dogs have been placed next to two bagels.,red hot
547759,A lunch of two chili dogs and a grape soda.,red hot
510900,Someone holding a basket with two hot dogs ,red hot
252348,a close up of a hot dog in a paper container ,red hot
530670,Woman's hand holding a foot long hot dog. ,red hot
375899,A woman who is holding a hot dog and has a pickle in her mouth.,red hot
71933,A chili dog covered with cheese and mustard on the side in a to-go container.,red hot
557539,"A corn dog, hotdog, and french fries covered in cheese. ",red hot
155897,Wheat bread is always the healthy choice for lunchtime,red hot
468972,A large sandwich with lettuce and meat. ,red hot
206793,Someone eating chili dogs with mustard and onions.,red hot
548550,A bacon wrapped hot dog on a bun topped with purple onions.,red hot
508227,A hot dog in a bun has eyeballs peering upward. ,red hot
579781,A hot dog lays on a white paper next to a can of juice.,red hot
303586,A table of food that includes a hotdog and french fries.,red hot
386603,A couple trays of fries and some hot dogs.,red hot
557186,A hot dog that is next to a cup of mustard.,red hot
4385,A person holds up their filled doughnut for the camera.,red hot
266562,There are three hot dogs in a serving tray,red hot
413971,Two plates with two hot dogs on each plate and two foam drink cups,red hot
