138741,A baseball game in progress depicting the batter at home plate ready to swing at the ball.,981,"ballplayer, baseball player"
29706,a child standing in an open refrigerator ,760,"refrigerator, icebox"
404852,Pedestrians with umbrellas walking on sidewalk on bright sunny day.,879,umbrella
349215,a woman in a blue dress walks across a desert-like path with her umbrella as shad,879,umbrella
460755,A bed that is made with a wooden stole at the end. ,750,"quilt, comforter, comfort, puff"
104602,A man with a tennis racquet and a ball in the air.,752,"racket, racquet"
262935,a man in a red and gray snow outfit stands on skis holding his ski poles as he stands near other skiers and snowboarders.,795,ski
119469,Sheep grazing on green grass in their enclosure.,348,"ram, tup"
215408,A stone clock tower sits beneath a cloudy blue sky.,442,"bell cote, bell cot"
476910,A teddy bear sitting in a bunch of bananas on a banana tree.,954,banana
516868,View of kitchen sink and counter with black granite countertop.,651,"microwave, microwave oven"
453799,A man sits on top of a motorbike.,665,moped
360236,A person in a jacket is standing in the snow.,795,ski
199149,A skier standing in the snow looking at the view ,795,ski
554664,A baseball player throwing out a pitch during a game.,981,"ballplayer, baseball player"
117178,a group of kids riding on bikes on a road,665,moped
280206,A man and his dog running on the shore line.,209,Chesapeake Bay retriever
265344,The bell tower has a patterned roof and a clock.,497,"church, church building"
536294,A stop light that indicates a red light.,920,"traffic light, traffic signal, stoplight"
361672,An RV with a tiger painted on one side.,874,"trolleybus, trolley coach, trackless trolley"
97191,"A large tower outside a building, displaying a clock",442,"bell cote, bell cot"
257934,A park bench that is next to the grass.,703,park bench
81903,A group of people walking around a busy mall.,879,umbrella
316755,Four elephants walking in a line through dirt and water.,386,"African elephant, Loxodonta africana"
452060,A woman with a tennis racket runs on a court.,752,"racket, racquet"
81476,A Polar Bear is caring for her cubs at the zoo.,296,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus"
131276,Women standing in front of bakery case with doughnuts,415,"bakery, bakeshop, bakehouse"
298978,A woman is putting her seat belt on in the car.,785,"seat belt, seatbelt"
214932,Several gray airplanes are on airport landing strips.,895,"warplane, military plane"
223228,There is a brown and white horse eating grass.,339,sorrel
562090,This is an image of a very nice bathroom.,905,window shade
181135,A brown cow wearing a cowbell is staring far into the pasture. ,345,ox
127980,Two zebra are walking through a field next to trees. ,340,zebra
165203,"A street sign indicating pedestrians crossing, near a yellow light.",920,"traffic light, traffic signal, stoplight"
178620,Some guys playing with a disc in a big field.,768,rugby ball
462984,A large white polar bear eating a carrot on top or rocks.,296,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus"
426269,a male in a blue shirt is holding some carrot tops and bananas,954,banana
403675,A baseball player in a red shirt is holding a bat during a game.,981,"ballplayer, baseball player"
114158,A woman that is standing on ski's in the snow.,795,ski
561336,"An umpire in the field, talking to the batter.",981,"ballplayer, baseball player"
396321,The male tennis player has returned the ball.,752,"racket, racquet"
415497,A WOMAN IS PLAYING TENNIS ON THE COURT,752,"racket, racquet"
449114,The tennis player is returning a difficult serve.,752,"racket, racquet"
313145,A man laying in the snow with skis on his feet.,795,ski
477647,A cat is looking into an open refrigerator.,760,"refrigerator, icebox"
123762,A small bathroom with a sink and toilet.,861,toilet seat
240195,A variety of doughnuts are labeled with their flavors. ,931,"bagel, beigel"
273069,A man holding some tennis balls and a racquet on a court.,752,"racket, racquet"
98127,The woman is staring amusingly at the fruit.,950,orange
473587,A single zebra in a fence near some people.,340,zebra
110530,Two men standing together in a classroom with a couch.,457,"bow tie, bow-tie, bowtie"
323726,A group of men on a field playing baseball.,981,"ballplayer, baseball player"
157204,there is only one slice left of this pizza,963,"pizza, pizza pie"
71651,A man in a police uniform on a skateboard in the middle of the road.,465,bulletproof vest
117789,A dog wearing a frisbee is standing on the water.,207,golden retriever
462536,"A bus traveling through town, ready to pick up passengers and drop them off.",874,"trolleybus, trolley coach, trackless trolley"
477230,"A zebra, close up from the side, walking across a road to grass area.",340,zebra
19487,A tennis player in action holding his racket.,752,"racket, racquet"
552842,A baseball pitcher throws a baseball from a pitcher's mound.,981,"ballplayer, baseball player"
502441,Lots of oranges under a light are seen here.,950,orange
490851,A High flying skier is doing a mid air flip.,795,ski
368775,A man walking down the street with no shirt pulling luggage.,834,"suit, suit of clothes"
376990,"A person holds a hot dog with onions, mustard, and ketsup.",934,"hotdog, hot dog, red hot"
81,An AirFrance jet airplane flying in the sky ,404,airliner
6862,A father and son that are cross country skiing and posing.,795,ski
228166,A man riding a snowboard down a snow covered slope.,970,alp
224753,A vintage Volkswagen van resting in a grassy field.,717,"pickup, pickup truck"
482064,The blue bird is standing on a thin tree branch. ,14,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
578031,A person picking a piece of pizza from the pie.,963,"pizza, pizza pie"
411877,two zebra in a zoo are grazing in a pen,340,zebra
234615,A large brown and white cow in a pasture with a man.,345,ox
151979,A female tennis player and a male stand on court.,752,"racket, racquet"
190382,A baseball player for the Sonnan Stine is about to throw the pitch. ,981,"ballplayer, baseball player"
521610,A group of elephants with one baby in natural environment.,386,"African elephant, Loxodonta africana"
88388,a person swinging a baseball bat on a field,981,"ballplayer, baseball player"
474984,"A person is doing something that is very interesting.
",752,"racket, racquet"
248112,The man is swinging the tennis racket in the air. ,752,"racket, racquet"
580539,A cat laying on top of a car seat next to a hand brake..,785,"seat belt, seatbelt"
206384,a robot sitting under an umbrella playing an accordion ,401,"accordion, piano accordion, squeeze box"
31269,three zebras in a field near bushes ,340,zebra
447204,A kitchen has a white stove and plain counters.,651,"microwave, microwave oven"
367310,A woman feeds a banana to a horse.,348,"ram, tup"
25951,a half eaten pizza sitting on a metal surface. ,963,"pizza, pizza pie"
48474,Bunches of bananas hanging from wooden rafters by string.,954,banana
581018,Tennis player watching ball fall at a competition. ,752,"racket, racquet"
110324,Oranges and apples are shown in an outdoor display.,950,orange
314907,A man with a backpack on trying to cross the street on a bicycle.,880,"unicycle, monocycle"
18773,A large loaded hot dog in a basket.,934,"hotdog, hot dog, red hot"
350310,A bunch of stuffed animals in a toy house.,476,"carousel, carrousel, merry-go-round, roundabout, whirligig"
438894,A snowboarder snowboarding down a snow-covered hill. ,795,ski
552184,A woman kicking a soccer ball across a field.,805,soccer ball
447778,A koala is sleeping in the branches of a tree.,105,"koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus"
260826,A sign is posted on the road next to the pole.,919,street sign
305695,Zebras are grazing on grass by a car.,340,zebra
427805,Three vases filled with flowers and water sitting in front of a window.,883,vase
387281,A woman standing with an elephant t shirt on by a bed.,797,sleeping bag
574775,A tennis player jumps up to return a hit to her opponent.,752,"racket, racquet"
52076,Two horses are standing next to a wooden fence.,339,sorrel
62132,Some cute stuffed animals and a sign on a wagon.,850,"teddy, teddy bear"
169988,Two toilets sitting next to each other in a bathroom.,861,toilet seat
282186,A very tall clock tower with a statue on top of it.,442,"bell cote, bell cot"
399235,A detour warning sign with an arrow on a road.,569,"garbage truck, dustcart"
209667,Two people walking near a city street with umbrellas.,879,umbrella
193166,a red car parked next to some kind of kiosk ,704,parking meter
57357,A lone zebra lowering its head to eat.,340,zebra
283896,A no right turn side on a post.,919,street sign
333190,A group of people on a swing in the snow.,843,swing
258843,A man is standing behind a huge stuffed teddy bear. ,850,"teddy, teddy bear"
244862,A person is riding down a hill on skis.,795,ski
159662,A person on a court with a tennis racket.,752,"racket, racquet"
520765,a close up of a pizza on a tray on a table ,963,"pizza, pizza pie"
116023,a tennis player is on the court taking a swing,752,"racket, racquet"
543782,a bunch of people on skis stand on a snow hill ,795,ski
7816,A person on a motor bike travels around a sharp corner.,518,crash helmet
81287,a bus or train without a roof in the city,829,"streetcar, tram, tramcar, trolley, trolley car"
17966,An adorable zebra stands behind a fence next to a tree.,340,zebra
39750,An adult and young zebra graze in a field of tall green grass.,340,zebra
361896,"a train with smoke coming while heading down the tracks
",820,steam locomotive
542178,"The high speed subway train is stopped at Times Square, New York City.",705,"passenger car, coach, carriage"
130849,Even old people with knee injuries can enjoy a nice game of tennis.,752,"racket, racquet"
347097,A white and blue umbrella sitting underneath a tree with leaves.,879,umbrella
507362,Fog is in the air at an intersection with several traffic lights.,920,"traffic light, traffic signal, stoplight"
167854,The woman is standing on the beach by the water with two umbrellas. ,879,umbrella
544639,a zebra walking through a natural looking habitat.,340,zebra
235795,A pizza with lighter toppings sits on a white plate.,963,"pizza, pizza pie"
554238,"People sit in bleachers as a batter, a catcher and an umpire on are home plate of a baseball field.",981,"ballplayer, baseball player"
72993,A very pretty train with lots of smoke coming out.,820,steam locomotive
568290,A red extra long bus driving down a stone covered walkway.,874,"trolleybus, trolley coach, trackless trolley"
48037,An open refrigerator with several bottles of water,760,"refrigerator, icebox"
140801,Athletic man yells excitedly while playing the game tennis.,752,"racket, racquet"
70471,A baby is biting a remote control and staring straight ahead.,761,"remote control, remote"
243660,A baseball player waits to hit the ball.,981,"ballplayer, baseball player"
199533,A teddy bear with a guitar holds a note of longing.,850,"teddy, teddy bear"
342887,A refrigerator and bottle in a small room.,651,"microwave, microwave oven"
491029,Three ripe bananas sit in a crystal bowl.,954,banana
579326,A batch of lettuce and carrots sitting on a chair.,937,broccoli
402174,A airplane that is sitting on a runway.,404,airliner
261207,there is  a very small peeled banana,954,banana
390052,a group of children are outside playing in the grass,522,croquet ball
472130,a street with only a couple cars on it,920,"traffic light, traffic signal, stoplight"
561766,A motor boating speeding along the water on a beautiful day.,814,speedboat
203438,Simple office with red chair and wooden table.,892,wall clock
92170,A guy on skis throws his hands in the air. ,795,ski
420926,Someone is flying a kite in a lightly cloudy blue sky.,701,"parachute, chute"
441738,three white game controllers in mid air next to each other.,761,"remote control, remote"
398817,A woman raises her hands in triumph as she stands on a ski slope. ,795,ski
521133,Two small dogs in harnesses sitting on a bench,254,"pug, pug-dog"
500169,a batter running up the line away from home plate,981,"ballplayer, baseball player"
61587,A man and woman kissing while holding beer.,879,umbrella
7150,The cat is curled up on the kitchen chair.,284,"Siamese cat, Siamese"
435787,A bed and chair in a small room.,905,window shade
88265,A horse drawn carriage in a park during daylight hours. ,603,"horse cart, horse-cart"
446006,A partially eaten slice of pizza on a plate,963,"pizza, pizza pie"
53178,a line of four zebras standing by the water drinking together ,340,zebra
467187,a close up of a car mirror with a dog ,475,car mirror
445167,A vase of flowers surrounded by cards on a window sill,883,vase
370466,many different types of boats in a harbor ,536,"dock, dockage, docking facility"
503097,A beautiful clock with brown and gold lining on the covering. ,892,wall clock
314709,"An individual is in the open view in the picture. 
",795,ski
474202,A computer desk and a mirror can beeen through a window.,905,window shade
126995,A man serving a tennis ball on a tennis court.,752,"racket, racquet"
127802,Polar bear enjoying snack of carrots while standing on large rock.,296,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus"
525834,A polar bear is eating some carrots in the daytime.,296,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus"
398005,A group of zebras that are standing in the grass.,340,zebra
292585,A lady with an umbrella stands across the street from a traditional Chinese building.,879,umbrella
313603,A close-up of headphones next to a keyboard on a desk.,622,"lens cap, lens cover"
24296,An athlete is walking across a playing field.,981,"ballplayer, baseball player"
285681,A Singapore Airliner is parked on the tarmac.,404,airliner
96785,Women window shopping on a retail street in cold weather.,879,umbrella
480793,A bathroom has a white counter top and shower curtain.,794,shower curtain
6010,A steam train is sitting on some train tracks.,820,steam locomotive
255018,A piece of cake and a fork on a plate.,962,"meat loaf, meatloaf"
324598,A pair of children brush their teeth at a sink.,697,"pajama, pyjama, pj's, jammies"
285106,A woman using an umbrella to stay dry while walking in the rain.,879,umbrella
440940,A Young woman is seen riding in a small blue canoe,693,"paddle, boat paddle"
224949,A man riding skis on top of a snow covered slope.,795,ski
143490,A bunch of people are walking down the street in a snow storm. ,879,umbrella
504991,A bed sitting in a room with a wooden headboard.,750,"quilt, comforter, comfort, puff"
424404,A man is swinging at a ball at a baseball game..,981,"ballplayer, baseball player"
562092,A cow in the pastor looking at the camera,345,ox
518785,A beautiful young woman wearing tight clothes walking a small dog across a street.,468,"cab, hack, taxi, taxicab"
337207,A young girl brushes her teeth in a bathroom.,929,"ice lolly, lolly, lollipop, popsicle"
296439,A wooden bench sitting in front of a green fence.,703,park bench
253831,A polar bear sitting next to grass and rocks.,296,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus"
31568,a plate with some cut up broccoli in it ,937,broccoli
346458,A person on skis rides down the mountain.,970,alp
530670,Woman's hand holding a foot long hot dog. ,934,"hotdog, hot dog, red hot"
365517,a bunch of vegetables with some fruit piled together ,938,cauliflower
280494,A chocolate is cut open with a spoon.,960,"chocolate sauce, chocolate syrup"
494032,an image of a woman with a tennis racket,752,"racket, racquet"
50810,a group of fire trucks sitting in a parking lot in front of a building,555,"fire engine, fire truck"
127055,A tennis player is preparing to hit the tennis ball. ,746,"puck, hockey puck"
1404,A small child sitting on a couch with two stuffed animals,850,"teddy, teddy bear"
389188,Two male tennis players posing at center red clay court.,752,"racket, racquet"
189296,A team of boys in blue and gray uniforms stand on a baseball field.,981,"ballplayer, baseball player"
542423,A person that is sitting alone on a park bench.,703,park bench
435065,A tie is shown around someone's neck with a sweater.,906,Windsor tie
212267,A group of sheep laying down huddled together,348,"ram, tup"
347403,A man standing near a table outside scooping something from a container. ,473,"can opener, tin opener"
378453,A herd of zebra next to small watering hole.,340,zebra
524088,a sheeted bed with pillows and a chair,750,"quilt, comforter, comfort, puff"
140387,a zebra sits on a the dusty ground in front of a tree,340,zebra
499446,"A red and white street sign that reads ""no parking any time.""",919,street sign
445965,a person that is making something out of clay,739,potter's wheel
190566,Children cross country skiing on a snowy path.,795,ski
445080,A row of three wheeled motorcycles parked on a street.,670,"motor scooter, scooter"
344255,A person that is playing in a tennis game.,752,"racket, racquet"
346605,The container has different signs on it ,897,"washer, automatic washer, washing machine"
129166,A black and white cat jumps inside an open refrigerator.,760,"refrigerator, icebox"
372971,A person on a snowboard is riding high doing tricks.,795,ski
332705,There is a pizza with a lot of things on it on the plate.,963,"pizza, pizza pie"
79191,A stop sign out front of a construction site,919,street sign
26233,A red double decker bus  stopping at a bus stop.,874,"trolleybus, trolley coach, trackless trolley"
1164,Two girls bathe an elephant lying on its side.,385,"Indian elephant, Elephas maximus"
116521,A cheese pizza coming out of the oven.,963,"pizza, pizza pie"
386194,A couple of zebra grazing on green grass.,340,zebra
221289,"A woman with long hair smiling and holding a small white stuffed animal teddy bear in her hands, by her face.",850,"teddy, teddy bear"
282514,Two young adults eating doughnuts outside of their car.,929,"ice lolly, lolly, lollipop, popsicle"
32126,"A bowl of food with potatoes, broccoli, onions and carrots.",937,broccoli
274233,two signs each point in different and seperate directions ,919,street sign
98732,"A counter topped with a bucket of pop corn, hot dog and drink.",934,"hotdog, hot dog, red hot"
580344,"Beer, burger and fries lunch at a restaurant",933,cheeseburger
28304,The person at the baseball game has a hot dog.,934,"hotdog, hot dog, red hot"
512796,A RED CARS VIEW OF A COW IN THE REAR VIEW MIRROR ,475,car mirror
455422,"A close shot of a hot dog, burger, and fries. ",934,"hotdog, hot dog, red hot"
367519,A group of soccer players trying to kick the soccer ball.,805,soccer ball
469687,A bird flying through the air while flapping it's wings.,94,hummingbird
169382,A truck with an umbrella and some people on it near some spectators.,879,umbrella
352724,"We are eating cereal, banannas and yogurt for breakfast.",954,banana
541105,A hot dog in a bun with ketchup in a person's hand. ,934,"hotdog, hot dog, red hot"
234138,Warning sign displayed in wooded lane on sunny day.,919,street sign
46720,Sheep grazing in a field in the mountains.,649,"megalith, megalithic structure"
118881,A green and white airplane is sitting on the runway.,404,airliner
130394,A baseball game is being played on a large field.,981,"ballplayer, baseball player"
581223,A very pretty zebra grazing in the grass.,340,zebra
334080,Two giraffes standing the open away form one giraffe hiding in the trees.,293,"cheetah, chetah, Acinonyx jubatus"
501874,Three park benches next to a grassy field.,703,park bench
145343,A red bus is parked inside of a garage.,874,"trolleybus, trolley coach, trackless trolley"
6216,A man wearing a blue shirt and sneakers waiting for a ball in the middle of a tennis match.,752,"racket, racquet"
442593,A woman is on a tennis court practicing,752,"racket, racquet"
420442,a person checking his cell phone messages at 5:18,487,"cellular telephone, cellular phone, cellphone, cell, mobile phone"
409184,There are several tables outside with umbrellas attached.,706,"patio, terrace"
564911,A oneworld passenger plane taking off from an airport.,404,airliner
533308,A Horse and it's calfs grazing on the grass,339,sorrel
365865,A group of people on a beach flying kites.,701,"parachute, chute"
20515,whispy clouds and sunset at a traffic intersection ,920,"traffic light, traffic signal, stoplight"
480894,A couple of bears kissing while swimming in water.,294,"brown bear, bruin, Ursus arctos"
191731,A large green leafy flowering tree in the open.,954,banana
200971,A man holding a large plate full of hotdogs.,934,"hotdog, hot dog, red hot"
313666,Several vases filled with flowers sitting on a shelf.,883,vase
399818,A cute blond kid brushes his teeth with a green toothbrush.,902,whistle
163506,The people standing by a ski rack on a slope.,795,ski
424960,A man swinging a tennis racket at a ball on a field.,752,"racket, racquet"
248797,Group of people on a field by the ocean watching a large kite. ,701,"parachute, chute"
46660,A large gray elephant standing in front of a picture as it paints.,385,"Indian elephant, Elephas maximus"
288194,A person sitting in the rain holding an umbrella.,879,umbrella
290941,The woman is standing by the horse on the street.,603,"horse cart, horse-cart"
576417,A small airplane rests alongside the runway of an airport.,404,airliner
152211,Skier performing aerial acrobatic maneuver in alpine ski area.,795,ski
143582,a person riding a motorcycle on a race track,518,crash helmet
182801,A person crossing a street next to a traffic light.,920,"traffic light, traffic signal, stoplight"
75846,A small car heavily decorated with various stuffed animals and toys,865,toyshop
362189,A brown basket with three old bananas. ,954,banana
502896,A snowboarder performing a trick on a snowboard.,795,ski
369603,a little girl that is walking down a road with a umbrella,879,umbrella
189660,A group of zebras standing beside each other in a grassy area. ,340,zebra
2532,A person on skis and with poles in the snow and facing the blue sky.,795,ski
197661,A sink and a toilet in a small bathroom.,861,toilet seat
489939,A person standing on top of a snow covered slope.,795,ski
50177,Person in blue hooded coat cross country skiing away from camera.,795,ski
337546,"A modern white kitchen with a sink, fridge, and oven range.",651,"microwave, microwave oven"
387478,a bike and a white chair sitting next to each other by a fence ,489,chainlink fence
437395,A large rear view mirror with a smaller mirror attached to it.,475,car mirror
576714,Cute little sheep standing around for the picture,348,"ram, tup"
157715,Two zebras standing side by side looking like a two headed zebra.,340,zebra
103536,A woman playing tennis on the tennis court,752,"racket, racquet"
193074,a white and gold clock is on the wall ,892,wall clock
224916,Colorful birds huddled together on a large branch.,88,macaw
426875,A small bird perched on top of a bench.,16,bulbul
562067,A skier on the slopes on a cloudy evening ,795,ski
275850,A young man smiles while wearing several ties. ,906,Windsor tie
112289,A brown and white horse eating hay from a bag.,339,sorrel
180387,A motocylce with a prop head sitting on it.,665,moped
409678,A counter is full of platters with different pizzas.,963,"pizza, pizza pie"
402527,This child is learning to swing a tennis racket,752,"racket, racquet"
252178,A candy hot dog sitting on top of a cupcake.,934,"hotdog, hot dog, red hot"
176519,A man standing in the ocean next to a young child.,792,shovel
370914,A very tall church with a tall clock tower in it's center.,497,"church, church building"
266652,A street sign for Montgomery Street near a bike lane.,919,street sign
243580,A kitchen filled with appliances and wooden cabinets.,651,"microwave, microwave oven"
2545,A train is approaching on the left side of the track in the middle of the afternoon.,547,electric locomotive
67027,a close up of a pizza with the toppings made to look like a face,963,"pizza, pizza pie"
247465,A parking meter is on the curb of a hilly street.,704,parking meter
297704,A train on the railroad track at a station in the city. ,705,"passenger car, coach, carriage"
205007,a person sitting on a bench near a field ,703,park bench
391807,"Cars and a building on a street where the signs are in Spanish, ",919,street sign
343218,a man with a tennis racket gets ready to swing his racket ,752,"racket, racquet"
559875,A young girl holding a tennis racket and a doll.,752,"racket, racquet"
174048,A pizza with various toppings is served with wine.,963,"pizza, pizza pie"
200008,Many different suitcases laying in a long room.,788,"shoe shop, shoe-shop, shoe store"
137108,A male tennis player in action before a crowd.,752,"racket, racquet"
501175,an oven is inside of a kitchen cabinet,651,"microwave, microwave oven"
525824,A box tied to an umbrella floating in the air.,879,umbrella
510264,Two zebras eating from a pile of hay.,340,zebra
34785,A table with some very tasty looking food.,934,"hotdog, hot dog, red hot"
365948,A man is flying a kite by the beach.,701,"parachute, chute"
555953,A small air craft is heading in for landing.,701,"parachute, chute"
86725,A closeup of a pizza with tomatoes and basil on a white plate.,963,"pizza, pizza pie"
220213,The wing of an airplane high up in the sky.,908,wing
201273,A hand holding a vase full of yellow wild flowers.,883,vase
367843,Various street signs sitting on the same post directing traffic. ,920,"traffic light, traffic signal, stoplight"
190788,"A pizza with peppers, mushroom and sausage on a table.",963,"pizza, pizza pie"
266697,two people riding skis on a snowy surface,795,ski
327337,"Two rusty, out of service parking meters on the sidewalk. ",704,parking meter
256930,A variety of vases sit together on a shelf.,883,vase
577949,A street sign is prominent in front of a building.,919,street sign
559966,a chili dog and french fries on a table,934,"hotdog, hot dog, red hot"
274054,Someone holds a pizza with vegetable toppings over a stove.,963,"pizza, pizza pie"
534663,a huge air plane sitting on the air field ,404,airliner
81683,The white cow has an orange tag on it's ear. ,345,ox
210136,A bear is swimming through a body of water.,294,"brown bear, bruin, Ursus arctos"
442210,A group of bags and suitcases sitting on a tile floor,414,"backpack, back pack, knapsack, packsack, rucksack, haversack"
340213,Some players in action on the baseball field.,981,"ballplayer, baseball player"
77544,some people and a man woman and child  on skis,795,ski
560967,a a close up ofa zebra in a field with a building in the background ,340,zebra
