img id,caption,category
3947047719,Two adult males playing Frisbee in a grassy area .,rugby ball
3717845800,Three members of the red team are in the grass with a member of the yellow team .,rugby ball
3601491447,A group of young men in sports uniforms from two opposing teams are in vigorous play on a grassy field .,rugby ball
3335885203,A group of children wearing uniforms run along the field after one who is holding the ball .,rugby ball
3490186050,A boy plays ball on a grassy field .,rugby ball
2698614194,The three men leaped in the air in an effort to grab the ball .,rugby ball
6864443626,"Several athletes , perhaps rugby or soccer players , with bare legs and blue t-shirt and shorts , are pressed together in a group on a grass playing field .",rugby ball
5503955724,A game of rugby in which 2 players are attempting to stop there opponent from catching a ball in midair .,rugby ball
2534137886,A man trains his body pulling a keg .,rugby ball
2337825352,A man in a sports uniform is being held up in the air by others with a ball held up over his head .,rugby ball
4450153946,A young man in a striped shirt plays rugby .,rugby ball
6620094641,Two men from opposing teams with dirty uniforms in a match of rugby .,rugby ball
2256231539,A child holds a football and runs from other children .,rugby ball
6201295346,"Two soccer players , one wearing red and one wearing blue , playing soccer against each other .",rugby ball
3492180255,A spots team hugs after a play .,rugby ball
3540768808,Runners in a marathon going uphill .,rugby ball
3282649301,Two men wearing numbers run in a race as several people in the background look on .,rugby ball
2341594530,Young girls playing soccer in a field .,rugby ball
4960260408,A man in blue makes his way through a crowd during a race .,rugby ball
1874497944,Two men in blue uniforms and green workman vest .,rugby ball
3229946208,A group of men in different color attire are running a marathon .,rugby ball
6341910994,The man in a red shirt is being lifted by his teammates .,rugby ball
6250527395,"Two rugby teams , one in green and white uniforms , the other in black , are engaged in a scrum .",rugby ball
5794490455,Two soccer teams on the field playing soccer .,rugby ball
7099370205,Three soccer players are battling for possession of the ball .,rugby ball
7010540685,A male rugby player puts his arms out for the ball .,rugby ball
6536482681,A game of rug bee between the black and white jersey players .,rugby ball
3498417123,"While the green team gets ready to tackle , the red team has the ball .",rugby ball
3533451027,A man in black and white is holding a ball with a red and blue stripe .,rugby ball
5749795798,Four guys are in a field playing Frisbee .,rugby ball
7130336193,Two boys practicing passing a soccer ball .,rugby ball
2873522522,A group of men play soccer .,rugby ball
8083569299,Tackle on the soccer field,rugby ball
3395055139,Two women soccer players competing in a game .,rugby ball
2992808092,Two teenagers participate in a game of field hockey .,rugby ball
3227620119,Girl in yellow shirt with the number 1299 on it running in the grass .,rugby ball
7920482014,A female singer and male guitarist on stage .,stage
4569407041,"People , many of whom are wearing a white t-shirt , have filled up a city street .",stage
2252299187,A band performs music for a crowd of people .,stage
5604852363,A performer kneeling at the edge of a stage to receive something from a woman in the front row .,stage
4764124511,A man in a plaid shirt plays a guitar in front of a microphone .,stage
6295775965,A white-shirted man is leaping from the stage into the crowd .,stage
467262667,An audience watches as a band performs .,stage
5238492471,"An old guitar player without a shirt on is pointing , sweating .",stage
2127570593,The guy in the striped shirt is pointing .,stage
2837253011,A bald man in a red shirt performs in front of a crowd .,stage
428980399,Band playing with a female lead singer .,stage
7130486481,"A lady is singing on stage in front of an enthusiastic audience with a large band that includes a guitar player and four trumpets , behind her .",stage
6730143407,Three men playing music in front of a crowd .,stage
6957702889,A band of three is on stage with their drums and guitar .,stage
251308607,People at a concert wave their hands in the air as they watch the singer and guitarist perform .,stage
6554248473,"Two male musicians on stage , wearing t-shirts and one is playing the guitar , the other is singing .",stage
3089881249,A man is playing a guitar on a stage .,stage
1536774449,Large crowd of people gathered together .,stage
4614816401,A band is performing at a benefit .,stage
6214063093,A Musical rock band of three members perform on stage with a giant well lit W shape symbol in the background .,stage
4107219685,A blond man singing into a microphone with a guitarist behind him .,stage
2322797357,A guitar band is playing on stage .,stage
3247807215,Male and female ballerinas perform on a blue-lit stage .,stage
7438195398,A man wearing striped pants and a black and white checked hat plays an electric guitar while a man holding a microphone and another man holding a guitar stand in the background .,stage
3331525712,A fan sitting on someone 's shoulders is waving to a woman on a stage that says Amnesty International .,stage
4763472021,A woman is enjoying a drink on a crowded street .,stage
4196151169,Man in a black hat on stage singing .,stage
4814386409,People attending a concert dressed in yellow .,stage
468697082,"A mixed group of men , women , girls , and boys are on stage with three microphones .",stage
8173029395,A standing crowd of people watches a musical performance on a lighted stage .,stage
2896237618,A woman wearing a black vest is dancing .,stage
2736169657,An older man is playing a violin very creatively .,stage
6202821114,A man in a white t-shirt stands in front of a crowd and holds a microphone in front of him .,stage
3005979237,A woman singing and playing the keyboard for an audience .,stage
347397012,A woman in a light colored dress is singing to an audience .,stage
4621831701,A man wearing a black suit is playing a brown guitar .,stage
5418130134,Dancers on a stage during one their shows .,stage
232501417,A large crowd is enjoying a concert .,stage
2810456728,A band performs on stage under a blue light .,stage
2176229181,"A large crowd of people sit in chairs , on the ground , and in bleachers in an auditorium .",stage
5955502935,A band performs music on a stage with lights .,stage
8213661428,A musician dressed in black plays his trumpet straight into the microphone .,stage
3583105294,"During a concert , a man is standing on a stage looking down at the crowd .",stage
3090877035,A man is playing an electric guitar .,stage
4068908551,A group of dancers takes their bows .,stage
1316505120,"Four men , two of them with guitars , perform on a stage while several people with their hands in the air watch .",stage
5745387160,"A young white male wearing sunglasses and a white tank top is playing a black bass guitar on an outdoor stage in front of a city skyline with amplifiers , light scaffolding , and a drummer off to the far right .",stage
4809880189,A guy in a brown t-shirt and white pants is playing a horn .,stage
2867460039,A band plays a concert for fans .,stage
3263829326,Musical performers perform on stage together .,stage
6881296905,Two basketball players corner an opponent .,basketball
3303797949,A boy with a basketball .,basketball
7682324722,An African American man wearing navy blue and red is shooting a basketball .,basketball
6160319160,A boy prepares to play some basketball while listening to his favorite music .,basketball
3305895920,Three basketball players in white are defending against the attacking player with the ball in orange .,basketball
3395052059,A male basketball player wearing a black uniform is trying to block a male basketball player wearing a white uniform .,basketball
6858393129,"Three gentlemen playing basketball , one man with the ball and two defenders on him .",basketball
6926577156,a basketball player is making a jamming the ball in the basket,basketball
3217620013,A basketball player with a ball and defenders .,basketball
2272548482,"A boy holds a basketball during a game , while others watch .",basketball
2993388841,"The basketball player in the blue uniform is guarding the player in the orange uniform , who has the ball .",basketball
3147217787,A person in uniform dunking a basketball .,basketball
3154709407,The number five Miami player dribbles down the court .,basketball
3148811252,A basketball player holds the ball during a game .,basketball
6782145166,College basketball player going up for a jump shot while another attempts to defend .,basketball
5460845581,A basketball player in white takes a jump shot while a blue defender jumps to block his shot while teammates watch in the background .,basketball
6547412713,A man dunking a basketball on an outdoor court .,basketball
3126773489,Two men are playing during a basketball game .,basketball
3286045254,A basketball player holding a basketball .,basketball
8245366095,A girl has the ball in a game of basketball,basketball
2021613437,A boy wearing a Steve Nash shirt dribbles a basketball on an indoor court .,basketball
2208250764,An African American child runs after a basketball while in game with opponents .,basketball
3155451946,The basketball player in white holds the ball .,basketball
6826996355,A group of men running on an indoor track .,basketball
2021602343,A young boy shows off his basketball skills,basketball
3285180819,A basketball player in blue is attempting to block a player in white during a game .,basketball
3584561689,A group of boys play basketball together .,basketball
3346040664,The opposing basketball players are making a play with an audience nearby .,basketball
4925906360,Five men in a gym playing basketball .,basketball
2542304168,"A group of men pose for a picture , all in orange reflective vests .",basketball
5235619020,A basketball player shooting a free throw .,basketball
3261666285,Two teams are playing basketball as one man is driving towards the hoop .,basketball
6898973401,Two African-american men play basketball indoors .,basketball
6935145053,Fans watch on as a basketball player jumps up for a slam dunk .,basketball
3289893683,Two basketball players fighting over control of a ball .,basketball
6474645169,Men from Lafayette and Penn State are playing basketball .,basketball
6871582253,"Basketball team , with one of the players about to go for a shoot .",basketball
8182074427,Young female basketball player plans her route to the net .,basketball
3218480482,The guard drives towards the basket during a college basketball game .,basketball
7761586286,"Three members on the same team at a game , one trying to make the basket .",basketball
3154641421,"Basketball player with 32 on jersey jumps to make a shot , crowd in background .",basketball
6462908751,"A basketball player dressed in white watches his opponent , who is dressed in black , dribble a basketball down the court during a game with spectators .",basketball
6797626960,Basketball player in the orange uniform attempts to block the shot of the player in the white uniform .,basketball
3218481970,A basketball player slam dunks the ball .,basketball
3343900764,A basketball player is scoring a basket .,basketball
2399219552,A little boy plays with a basketball and a toy basketball hoop .,basketball
437549483,Demonstration of martial arts by young female in gymnasium .,basketball
5149869859,A group of young boys play a basketball game .,basketball
8198726446,A basketball player drives to the hoop for a lay-up .,basketball
6790355893,Two basketball players are blocking their opponent 's basketball shot .,basketball
7754828606,"A male volleyball player in red attempts a hit against two blockers in blue and white , during an Olympic indoor volleyball match .",volleyball
2468921460,A women 's volleyball team plays in a brown and green gymnasium .,volleyball
6188266707,A female volleyball player reaches high as her fingers touch the ball .,volleyball
3048904615,Some young girls in swimsuits playing volleyball on a sandy field .,volleyball
6188752802,"A woman player in white and black , sends the volleyball over the net , while the opposing team in navy blue , tries to block it , as the coach and a few spectators watch , in a gym .",volleyball
3275537015,Four girls in swimsuits are playing volleyball at the beach .,volleyball
6188883048,A female volleyball player sets the ball .,volleyball
7720724626,A woman is playing volleyball on the beach and is waiting for the ball to come down .,volleyball
6926512292,A woman in a swimsuit bumps the volleyball .,volleyball
4073086719,"From one girl tackling another , I say hold on to your drink !",volleyball
2501548593,Two woman beach volleyball players jump during a match .,volleyball
5825529550,A kid wearing all red prepares to catch the ball flying towards him .,volleyball
7725130978,A member of the women 's Austrian beach volleyball team attempts a spike against China at the 2012 Olympics .,volleyball
5840232264,A man in a blue and black jersey and missing one foot hits a volleyball from a sitting position .,volleyball
3654869593,A few young boys throwing a football over a volleyball net .,volleyball
3321915205,A man in red swim trunks is serving a beach volleyball .,volleyball
6569938885,"3 team members , wearing 3 uniforms , are jumping towards the volleyball nets to block an opposing teams , wearing a yellow uniforms , spike .",volleyball
5610848512,A bare-chested man in gray shorts is posed to hit a volleyball in midair .,volleyball
7732302510,A girl dives to hit a volleyball over a net while another moves into position to intercept .,volleyball
3290744071,Two women are jumping while playing volleyball on the beach .,volleyball
7001163737,Men 's Volleyball team member jumps up into the air to spike the ball into the other teams playing field .,volleyball
220631119,A woman spikes a volleyball as the opposing player tries to block the ball .,volleyball
7725133284,The girls are getting the volleyball over the net to make a score .,volleyball
8126936141,Two members of a volleyball team jump up in an attempt to block the ball that was just hit by the opposing team 's player .,volleyball
2806006698,Man spiking volleyball over net with other player in front of him .,volleyball
7720725874,Three girls are outside in a sandy area playing volleyball while a seated woman in the background photographs them .,volleyball
2820063211,A lady in swimwear playing volleyball at the beach .,volleyball
6283123175,A volleyball player jumps to reach the ball in an all-women 's game .,volleyball
3677992640,A girl with a damn nice booty is getting a nice block in a beach volleyball game .,volleyball
7725132206,A girl about to spike the ball in a 2 on 2 volleyball game at the 2012 olympics .,volleyball
2937461473,Several children are all engaging in excersise,volleyball
7700080810,Two teams competing in the Olympics .,volleyball
3467073304,a skinny woman spikes a volleyball over the net .,volleyball
7700078440,Two volleyball teams face off against each other and one team is getting ready to block or spike the ball .,volleyball
542714962,An all men volleyball game is full action with a tall man in shades is ready to block an oncoming volley .,volleyball
7034076961,"Two men , one in black and white and one in red , are playing beach volleyball .",volleyball
3171609109,A small image used to signify a broken web image link,volleyball
3364258732,Men training for ballet dancing in gym,volleyball
2742801792,Man in board shorts is playing beach volleyball .,volleyball
2845914142,A volleyball player at the 2008 beijing olympics .,volleyball
2817230861,Two women play volleyball on the sand .,volleyball
4683661511,"PLayers in midair , on the net , in volleyball game trying to hit the volleyball to score .",volleyball
6492500461,"A young girl , wearing her team uniform , is preparing to hit a ball , as another girl watches .",volleyball
6638041153,"Two teams of women , one in blue and white and one in green and white , are playing volleyball .",volleyball
2502375224,Women wearing blue and green playing volleyball in the sand .,volleyball
5822447877,Two children in bating suits are playing with a volleyball on a beautiful beach .,volleyball
2664870203,A man in red shorts hits a volleyball in the air as another man watches .,volleyball
2194797921,The girl in the brown shirt is hanging onto a blue pole .,volleyball
1432196901,"Two female beach volleyball players , facing each other , prepare to strike the ball .",volleyball
2290330500,A woman plays volleyball .,volleyball
